user_id,touchpoint,touchpoint_id,position,converted,journey_id,conversion_probability,timestamp
4,social,1,0,False,14,0.1296,2023-12-31 21:00:00
4,email,0,0,False,15,0.0084,2023-10-26 12:00:00
4,search,2,1,True,15,0.328536,2023-10-27 08:00:00
5,direct,4,0,False,16,0.065,2023-09-24 09:00:00
5,search,2,1,True,16,0.25272,2023-09-25 10:00:00
5,social,1,0,False,17,0.1944,2023-08-18 16:00:00
5,direct,4,0,False,18,0.065,2023-02-20 20:00:00
5,search,2,1,False,18,0.25272,2023-02-21 04:00:00
5,search,2,2,False,18,0.28431,2023-02-22 13:00:00
5,retargeting,3,3,False,18,0.13104000000000002,2023-02-23 20:00:00
5,retargeting,3,4,False,18,0.078624,2023-02-24 23:00:00
5,direct,4,0,False,19,0.065,2023-02-23 18:00:00
5,social,1,1,False,19,0.11339999999999997,2023-02-24 00:00:00
5,retargeting,3,2,False,19,0.056448,2023-02-25 03:00:00
5,retargeting,3,3,False,19,0.063504,2023-02-26 13:00:00
5,social,1,4,False,19,0.04960116,2023-02-27 13:00:00
5,retargeting,3,5,False,19,0.027776649599999998,2023-02-28 02:00:00
5,search,2,6,True,19,0.819,2023-03-01 16:00:00
6,social,1,0,False,20,0.036,2023-02-16 20:00:00
6,email,0,1,False,20,0.0504,2023-02-17 21:00:00
6,search,2,2,False,20,0.0702,2023-02-18 19:00:00
6,social,1,0,False,21,0.036,2023-11-02 05:00:00
6,retargeting,3,1,False,21,0.025087999999999996,2023-11-03 19:00:00
6,email,0,2,False,21,0.041999999999999996,2023-11-04 00:00:00
6,social,1,0,False,22,0.036,2023-05-12 10:00:00
7,email,0,0,False,23,0.0056,2023-10-19 17:00:00
7,email,0,1,False,23,0.009676800000000001,2023-10-20 19:00:00
7,search,2,0,False,24,0.35100000000000003,2023-05-26 15:00:00
8,social,1,0,False,25,0.0216,2023-01-17 06:00:00
8,retargeting,3,0,False,26,0.004,2023-07-22 01:00:00
8,direct,4,1,True,26,0.25,2023-07-23 11:00:00
8,social,1,0,False,27,0.0216,2023-02-02 09:00:00
8,email,0,1,False,27,0.0864,2023-02-03 04:00:00
8,social,1,2,False,27,0.023328000000000005,2023-02-04 11:00:00
8,email,0,3,False,27,0.046656,2023-02-05 21:00:00
8,retargeting,3,4,False,27,0.027999999999999997,2023-02-06 06:00:00
8,search,2,5,False,27,0.08399999999999999,2023-02-07 08:00:00
8,direct,4,6,True,27,0.25,2023-02-08 21:00:00
9,email,0,0,False,28,0.0084,2023-04-27 14:00:00
9,email,0,0,False,29,0.0084,2023-07-29 03:00:00
9,email,0,1,False,29,0.0145152,2023-07-30 16:00:00
9,search,2,2,False,29,0.054,2023-07-31 01:00:00
9,direct,4,3,False,29,0.25,2023-08-01 23:00:00
9,email,0,4,False,29,0.0044998172352,2023-08-02 21:00:00
9,direct,4,0,False,30,0.25,2023-09-08 15:00:00
9,search,2,1,True,30,0.0648,2023-09-09 13:00:00
9,social,1,0,True,31,0.05399999999999999,2023-09-22 12:00:00
9,direct,4,0,False,32,0.25,2023-12-05 09:00:00
9,social,1,1,False,32,0.0315,2023-12-06 14:00:00
9,search,2,2,False,32,0.054,2023-12-07 02:00:00
9,retargeting,3,3,True,32,0.062400000000000004,2023-12-08 05:00:00
10,search,2,0,False,33,0.2457,2023-03-26 02:00:00
10,search,2,1,False,33,0.2388204,2023-03-27 12:00:00
10,email,0,2,False,33,0.007168,2023-03-28 07:00:00
10,search,2,0,False,34,0.2457,2023-04-23 04:00:00
10,retargeting,3,1,False,34,0.20966400000000004,2023-04-24 11:00:00
10,email,0,2,False,34,0.007168,2023-04-25 00:00:00
10,email,0,3,False,34,0.005160960000000001,2023-04-26 09:00:00
10,direct,4,0,False,35,0.04000000000000001,2023-11-15 18:00:00
10,email,0,1,False,35,0.008601600000000001,2023-11-16 23:00:00
10,email,0,2,False,35,0.0064512,2023-11-17 14:00:00
10,search,2,3,False,35,0.11793600000000001,2023-11-18 08:00:00
10,search,2,4,False,35,0.1393119,2023-11-19 07:00:00
10,retargeting,3,5,False,35,0.26208,2023-11-20 19:00:00
10,email,0,6,False,35,0.0019439210456064005,2023-11-21 00:00:00
10,search,2,7,True,35,0.41131141915499997,2023-11-22 03:00:00
10,email,0,0,False,36,0.00448,2023-01-06 15:00:00
11,email,0,0,False,37,0.006999999999999999,2023-10-28 17:00:00
11,retargeting,3,1,False,37,0.025087999999999996,2023-10-29 14:00:00
11,email,0,0,False,38,0.006999999999999999,2023-08-26 13:00:00
11,social,1,1,False,38,0.06,2023-08-27 21:00:00
11,direct,4,2,True,38,0.25,2023-08-28 12:00:00
11,social,1,0,False,39,0.036,2023-10-02 17:00:00
11,direct,4,1,True,39,0.25,2023-10-03 11:00:00
11,social,1,0,False,40,0.036,2023-04-09 01:00:00
11,direct,4,1,False,40,0.25,2023-04-10 02:00:00
11,direct,4,2,True,40,0.225,2023-04-11 07:00:00
11,social,1,0,False,41,0.036,2023-06-22 13:00:00
11,direct,4,1,True,41,0.25,2023-06-23 07:00:00
12,search,2,0,False,42,0.0504,2023-11-09 06:00:00
12,email,0,1,False,42,0.0387072,2023-11-10 22:00:00
12,social,1,2,False,42,0.07776,2023-11-11 12:00:00
12,retargeting,3,3,False,42,0.07056,2023-11-12 11:00:00
12,search,2,4,False,42,0.11573604,2023-11-13 17:00:00
12,search,2,5,False,42,0.09374619240000001,2023-11-14 23:00:00
12,email,0,0,False,43,0.020159999999999997,2023-04-11 21:00:00
12,retargeting,3,1,False,43,0.037632,2023-04-12 20:00:00
12,social,1,2,False,43,0.05184,2023-04-13 16:00:00
12,search,2,3,False,43,0.13440000000000002,2023-04-14 08:00:00
12,retargeting,3,4,False,43,0.06368544000000001,2023-04-15 01:00:00
12,search,2,5,True,43,0.142884,2023-04-16 17:00:00
12,direct,4,0,False,44,0.04000000000000001,2023-12-21 00:00:00
12,email,0,1,False,44,0.0387072,2023-12-22 23:00:00
12,email,0,2,False,44,0.0290304,2023-12-23 18:00:00
12,search,2,0,False,45,0.0504,2023-05-06 10:00:00
12,retargeting,3,1,False,45,0.069888,2023-05-07 01:00:00
12,email,0,2,True,45,0.032256,2023-05-08 15:00:00
13,direct,4,0,False,46,0.25,2023-02-14 05:00:00
13,social,1,1,False,46,0.0084,2023-02-15 20:00:00
13,email,0,2,False,46,0.06,2023-02-16 05:00:00
13,email,0,3,False,46,0.0432,2023-02-17 08:00:00
13,social,1,4,False,46,0.010497600000000001,2023-02-18 15:00:00
13,retargeting,3,0,False,47,0.0056,2023-09-01 17:00:00
14,social,1,0,False,48,0.08639999999999999,2023-01-04 07:00:00
14,retargeting,3,0,False,49,0.0038400000000000005,2023-04-19 09:00:00
14,email,0,1,False,49,0.008601600000000001,2023-04-20 08:00:00
14,direct,4,2,False,49,0.2,2023-04-21 07:00:00
14,search,2,3,False,49,0.10368000000000002,2023-04-22 02:00:00
14,retargeting,3,4,False,49,0.032752512000000004,2023-04-23 15:00:00
14,email,0,0,False,50,0.0044800000000000005,2023-10-25 12:00:00
14,email,0,1,False,50,0.007741440000000001,2023-10-26 03:00:00
14,search,2,0,False,51,0.21600000000000003,2023-12-07 22:00:00
14,retargeting,3,1,False,51,0.039936000000000006,2023-12-08 13:00:00
14,social,1,2,False,51,0.060480000000000006,2023-12-09 18:00:00
14,email,0,3,False,51,0.021504,2023-12-10 04:00:00
15,social,1,0,False,52,0.043199999999999995,2023-05-10 12:00:00
16,email,0,0,False,53,0.006719999999999999,2023-11-14 15:00:00
16,social,1,1,False,53,0.081,2023-11-15 23:00:00
16,retargeting,3,2,False,53,0.08064000000000002,2023-11-16 08:00:00
16,social,1,3,False,53,0.01607445,2023-11-17 03:00:00
16,social,1,0,False,54,0.0486,2023-11-01 15:00:00
16,email,0,1,False,54,0.048384,2023-11-02 14:00:00
16,retargeting,3,2,True,54,0.08064000000000002,2023-11-03 21:00:00
17,social,1,0,False,55,0.043199999999999995,2023-01-07 09:00:00
17,direct,4,1,False,55,0.065,2023-01-08 01:00:00
17,direct,4,0,False,56,0.065,2023-12-03 13:00:00
17,direct,4,1,False,56,0.0585,2023-12-04 23:00:00
17,email,0,0,False,57,0.010499999999999999,2023-07-08 13:00:00
17,email,0,1,False,57,0.018144,2023-07-09 18:00:00
18,search,2,0,False,58,0.036,2023-11-11 07:00:00
18,social,1,0,False,59,0.0216,2023-07-06 16:00:00
18,direct,4,1,False,59,0.25,2023-07-07 02:00:00
18,search,2,2,False,59,0.0216,2023-07-08 15:00:00
18,retargeting,3,3,False,59,0.078,2023-07-09 04:00:00
18,retargeting,3,4,False,59,0.04680000000000001,2023-07-10 15:00:00
18,direct,4,5,False,59,0.164025,2023-07-11 02:00:00
18,social,1,6,False,59,0.00401769396,2023-07-12 19:00:00
18,email,0,7,False,59,0.05039999999999999,2023-07-13 14:00:00
18,retargeting,3,8,False,59,0.010847773692000002,2023-07-14 02:00:00
18,search,2,9,False,59,0.0401769396,2023-07-15 19:00:00
19,email,0,0,False,60,0.0084,2023-03-20 02:00:00
19,email,0,1,False,60,0.0145152,2023-03-21 14:00:00
19,social,1,2,False,60,0.07200000000000001,2023-03-22 12:00:00
19,email,0,3,False,60,0.023808556800000002,2023-03-23 08:00:00
19,direct,4,4,True,60,0.25,2023-03-24 01:00:00
19,social,1,0,False,61,0.05399999999999999,2023-12-13 21:00:00
19,email,0,1,False,61,0.06048,2023-12-14 01:00:00
19,direct,4,2,False,61,0.25,2023-12-15 16:00:00
19,social,1,3,False,61,0.04592700000000001,2023-12-16 04:00:00
19,search,2,4,False,61,0.0378,2023-12-17 13:00:00
19,direct,4,5,False,61,0.18225000000000002,2023-12-18 23:00:00
19,search,2,6,False,61,0.045927,2023-12-19 19:00:00
19,retargeting,3,0,False,62,0.0032,2023-05-10 03:00:00
19,direct,4,1,False,62,0.25,2023-05-11 20:00:00
19,search,2,2,False,62,0.3,2023-05-12 06:00:00
19,search,2,0,False,63,0.09,2023-01-16 18:00:00
19,retargeting,3,1,False,63,0.033280000000000004,2023-01-17 08:00:00
19,social,1,0,False,64,0.05399999999999999,2023-09-08 13:00:00
19,email,0,1,False,64,0.06048,2023-09-09 00:00:00
19,search,2,2,False,64,0.054,2023-09-10 17:00:00
19,direct,4,3,False,64,0.25,2023-09-11 06:00:00
20,retargeting,3,0,False,65,0.011520000000000002,2023-02-28 00:00:00
20,social,1,1,False,65,0.045360000000000004,2023-03-01 09:00:00
21,direct,4,0,True,66,0.25,2023-10-17 22:00:00
22,email,0,0,False,67,0.008,2023-01-18 21:00:00
22,social,1,0,False,68,0.01152,2023-07-01 18:00:00
22,search,2,1,False,68,0.020736,2023-07-02 01:00:00
23,direct,4,0,False,69,0.25,2023-09-20 07:00:00
23,retargeting,3,0,False,70,0.0056,2023-10-12 20:00:00
23,social,1,1,False,70,0.0084,2023-10-13 13:00:00
24,social,1,0,False,71,0.05399999999999999,2023-06-28 05:00:00
25,email,0,0,False,72,0.0056,2023-04-22 17:00:00
25,social,1,1,False,72,0.048,2023-04-23 22:00:00
25,email,0,2,False,72,0.027216,2023-04-24 16:00:00
25,search,2,3,False,72,0.03456,2023-04-25 05:00:00
25,retargeting,3,4,False,72,0.033280000000000004,2023-04-26 13:00:00
25,direct,4,5,False,72,0.2,2023-04-27 22:00:00
25,search,2,6,False,72,0.18370800000000004,2023-04-28 14:00:00
25,email,0,7,False,72,0.0017713980528088324,2023-04-29 13:00:00
25,retargeting,3,0,False,73,0.00256,2023-11-17 18:00:00
25,social,1,1,False,73,0.0168,2023-11-18 00:00:00
25,retargeting,3,2,False,73,0.01741824,2023-11-19 20:00:00
25,direct,4,3,True,73,0.2,2023-11-20 20:00:00
25,social,1,0,False,74,0.0288,2023-01-26 15:00:00
25,direct,4,0,False,75,0.2,2023-09-30 22:00:00
26,search,2,0,False,76,0.0936,2023-05-30 08:00:00
26,direct,4,1,False,76,0.25,2023-05-31 19:00:00
26,search,2,2,False,76,0.06823440000000003,2023-06-01 00:00:00
26,retargeting,3,3,False,76,0.06115199999999999,2023-06-02 21:00:00
26,search,2,4,False,76,0.17410007160000002,2023-06-03 14:00:00
26,email,0,0,False,77,0.020999999999999998,2023-12-01 11:00:00
26,search,2,1,True,77,0.067392,2023-12-02 00:00:00
26,email,0,0,False,78,0.020999999999999998,2023-07-04 04:00:00
26,retargeting,3,0,False,79,0.0031360000000000003,2023-03-28 05:00:00
27,search,2,0,False,80,0.0756,2023-05-31 06:00:00
27,email,0,1,False,80,0.014745600000000001,2023-06-01 02:00:00
27,search,2,0,False,81,0.0756,2023-07-27 08:00:00
27,direct,4,1,False,81,0.04000000000000001,2023-07-28 14:00:00
27,retargeting,3,2,False,81,0.28080000000000005,2023-07-29 16:00:00
27,retargeting,3,3,False,81,0.1701,2023-07-30 13:00:00
27,retargeting,3,4,False,81,0.09185400000000002,2023-07-31 17:00:00
27,social,1,5,False,81,0.020412,2023-08-01 01:00:00
27,direct,4,6,False,81,0.023619600000000008,2023-08-02 03:00:00
27,search,2,7,False,81,0.015186883168800003,2023-08-03 17:00:00
27,social,1,0,False,82,0.05832,2023-04-11 15:00:00
27,email,0,1,False,82,0.05529600000000001,2023-04-12 10:00:00
27,social,1,2,True,82,0.0629856,2023-04-13 20:00:00
27,email,0,0,False,83,0.00768,2023-08-17 01:00:00
27,social,1,1,True,83,0.09720000000000001,2023-08-18 23:00:00
27,direct,4,0,False,84,0.04000000000000001,2023-07-22 20:00:00
27,direct,4,1,False,84,0.03600000000000001,2023-07-23 20:00:00
28,search,2,0,False,85,0.0468,2023-03-20 14:00:00
28,social,1,1,False,85,0.0084,2023-03-21 04:00:00
28,direct,4,2,False,85,0.25,2023-03-22 22:00:00
28,social,1,3,False,85,0.004762799999999999,2023-03-23 18:00:00
28,email,0,4,False,85,0.041999999999999996,2023-03-24 19:00:00
28,retargeting,3,5,False,85,0.03919999999999999,2023-03-25 13:00:00
28,direct,4,6,True,85,0.164025,2023-03-26 16:00:00
28,social,1,0,False,86,0.0144,2023-11-15 02:00:00
28,direct,4,1,False,86,0.25,2023-11-16 10:00:00
28,retargeting,3,2,False,86,0.04703999999999999,2023-11-17 16:00:00
29,retargeting,3,0,False,87,0.0056,2023-11-14 00:00:00
29,retargeting,3,1,False,87,0.028224,2023-11-15 16:00:00
29,direct,4,2,False,87,0.065,2023-11-16 09:00:00
29,social,1,0,False,88,0.02592,2023-12-14 05:00:00
30,retargeting,3,0,False,89,0.00448,2023-03-31 13:00:00
30,retargeting,3,0,False,90,0.00448,2023-09-10 10:00:00
30,social,1,1,False,90,0.020999999999999998,2023-09-11 01:00:00
30,social,1,0,False,91,0.036,2023-10-09 20:00:00
30,search,2,1,False,91,0.08424,2023-10-10 15:00:00
30,social,1,2,False,91,0.020412000000000003,2023-10-11 03:00:00
30,email,0,0,False,92,0.006999999999999999,2023-07-24 22:00:00
31,search,2,0,False,93,0.036,2023-02-17 18:00:00
31,retargeting,3,1,False,93,0.041600000000000005,2023-02-18 05:00:00
31,retargeting,3,2,False,93,0.05616,2023-02-19 19:00:00
31,direct,4,3,False,93,0.25,2023-02-20 20:00:00
31,social,1,4,False,93,0.007559999999999999,2023-02-21 10:00:00
31,email,0,5,False,93,0.05039999999999999,2023-02-22 04:00:00
31,email,0,6,False,93,0.04536,2023-02-23 15:00:00
31,direct,4,7,False,93,0.164025,2023-02-24 06:00:00
31,social,1,8,False,93,0.01417176,2023-02-25 04:00:00
32,direct,4,0,False,94,0.065,2023-04-03 05:00:00
32,retargeting,3,1,False,94,0.025088000000000003,2023-04-04 16:00:00
32,retargeting,3,0,False,95,0.0044800000000000005,2023-10-21 11:00:00
32,retargeting,3,1,False,95,0.022579200000000004,2023-10-22 22:00:00
32,retargeting,3,2,False,95,0.027433728000000004,2023-10-23 13:00:00
32,social,1,3,False,95,0.026459999999999994,2023-10-24 01:00:00
32,retargeting,3,0,False,96,0.0044800000000000005,2023-08-11 18:00:00
33,search,2,0,True,97,0.35100000000000003,2023-04-16 20:00:00
34,retargeting,3,0,False,98,0.0022400000000000002,2023-05-29 11:00:00
34,retargeting,3,1,False,98,0.011289600000000002,2023-05-30 17:00:00
34,email,0,2,False,98,0.040319999999999995,2023-05-31 06:00:00
34,retargeting,3,3,False,98,0.013888324799999999,2023-06-01 19:00:00
34,search,2,4,False,98,0.16799999999999998,2023-06-02 23:00:00
34,search,2,5,False,98,0.2268,2023-06-03 22:00:00
34,social,1,6,False,98,0.02268,2023-06-04 06:00:00
34,email,0,7,False,98,0.06249746159999999,2023-06-05 08:00:00
34,search,2,8,False,98,0.021695547384000004,2023-06-06 00:00:00
34,retargeting,3,9,False,98,0.0025808875804428097,2023-06-07 05:00:00
35,social,1,0,False,99,0.0486,2023-09-23 23:00:00
35,email,0,1,False,99,0.048384,2023-09-24 07:00:00
35,retargeting,3,2,False,99,0.08064000000000002,2023-09-25 20:00:00
35,search,2,0,False,100,0.063,2023-10-10 09:00:00
35,retargeting,3,1,False,100,0.09984000000000001,2023-10-11 13:00:00
35,email,0,2,False,100,0.010752000000000001,2023-10-12 19:00:00
35,direct,4,3,False,100,0.04000000000000001,2023-10-13 09:00:00
35,search,2,0,False,101,0.063,2023-08-14 19:00:00
35,social,1,0,False,102,0.0486,2023-08-17 01:00:00
35,search,2,1,False,102,0.04536,2023-08-18 19:00:00
35,social,1,2,False,102,0.027556199999999996,2023-08-19 02:00:00
35,social,1,0,False,103,0.0486,2023-07-27 00:00:00
35,social,1,1,False,103,0.025515,2023-07-28 11:00:00
35,direct,4,2,False,103,0.04000000000000001,2023-07-29 23:00:00
35,search,2,3,False,103,0.03024,2023-07-30 01:00:00
35,direct,4,4,False,103,0.032400000000000005,2023-07-31 20:00:00
35,search,2,5,False,103,0.0321489,2023-08-01 07:00:00
35,retargeting,3,6,False,103,0.12480000000000001,2023-08-02 17:00:00
35,retargeting,3,7,False,103,0.11232,2023-08-03 15:00:00
35,social,1,8,False,103,0.0052533122353949704,2023-08-04 04:00:00
36,email,0,0,False,104,0.006719999999999999,2023-04-18 17:00:00
36,direct,4,1,False,104,0.25,2023-04-19 12:00:00
36,search,2,2,True,104,0.162,2023-04-20 04:00:00
36,email,0,0,False,105,0.006719999999999999,2023-11-26 19:00:00
36,direct,4,1,False,105,0.25,2023-11-27 12:00:00
36,email,0,2,False,105,0.00870912,2023-11-28 08:00:00
36,retargeting,3,3,False,105,0.05039999999999999,2023-11-29 20:00:00
36,direct,4,4,False,105,0.18225000000000002,2023-11-30 13:00:00
37,social,1,0,False,106,0.036,2023-09-12 03:00:00
37,social,1,1,False,106,0.0189,2023-09-13 07:00:00
37,retargeting,3,2,False,106,0.037632,2023-09-14 15:00:00
37,social,1,3,False,106,0.008680203000000001,2023-09-15 20:00:00
37,retargeting,3,4,False,106,0.0254016,2023-09-16 09:00:00
37,direct,4,5,False,106,0.25,2023-09-17 11:00:00
37,social,1,6,False,106,0.0028824758493250866,2023-09-18 11:00:00
37,direct,4,7,False,106,0.2025,2023-09-19 04:00:00
37,direct,4,8,False,106,0.16402500000000003,2023-09-20 15:00:00
37,search,2,0,False,107,0.11699999999999999,2023-09-01 21:00:00
38,email,0,0,False,108,0.020999999999999998,2023-03-24 21:00:00
38,retargeting,3,1,False,108,0.0175616,2023-03-25 18:00:00
38,retargeting,3,2,False,108,0.02370816,2023-03-26 09:00:00
38,direct,4,3,False,108,0.25,2023-03-27 11:00:00
38,social,1,4,False,108,0.010079999999999999,2023-03-28 21:00:00
38,retargeting,3,5,False,108,0.010499573548800002,2023-03-29 03:00:00
38,social,1,6,False,108,0.0081648,2023-03-30 17:00:00
38,retargeting,3,7,False,108,0.005579903866347822,2023-03-31 15:00:00
38,direct,4,0,False,109,0.25,2023-03-04 22:00:00
38,direct,4,1,False,109,0.225,2023-03-05 01:00:00
38,direct,4,2,True,109,0.18225000000000002,2023-03-06 08:00:00
38,social,1,0,False,110,0.0288,2023-12-20 09:00:00
38,email,0,1,False,110,0.1512,2023-12-21 00:00:00
38,direct,4,2,True,110,0.25,2023-12-22 06:00:00
38,email,0,0,False,111,0.020999999999999998,2023-10-21 22:00:00
38,direct,4,1,False,111,0.25,2023-10-22 21:00:00
38,retargeting,3,2,True,111,0.0263424,2023-10-23 03:00:00
39,search,2,0,False,112,0.0288,2023-08-27 14:00:00
39,direct,4,1,True,112,0.2,2023-08-28 07:00:00
40,direct,4,0,False,113,0.065,2023-07-14 21:00:00
40,social,1,1,False,113,0.03779999999999999,2023-07-15 16:00:00
40,retargeting,3,2,False,113,0.037632,2023-07-16 21:00:00
40,direct,4,3,False,113,0.04738500000000001,2023-07-17 17:00:00
40,social,1,0,False,114,0.0648,2023-11-04 18:00:00
40,search,2,1,False,114,0.08424000000000001,2023-11-05 12:00:00
40,direct,4,2,False,114,0.065,2023-11-06 11:00:00
40,direct,4,3,False,114,0.0585,2023-11-07 06:00:00
40,email,0,4,False,114,0.014112,2023-11-08 11:00:00
40,search,2,5,False,114,0.048361131,2023-11-09 20:00:00
40,retargeting,3,6,False,114,0.05824,2023-11-10 03:00:00
40,social,1,7,False,114,0.016271660538,2023-11-11 01:00:00
40,email,0,8,False,114,0.03472081199999999,2023-11-12 01:00:00
40,direct,4,0,False,115,0.065,2023-01-10 05:00:00
40,email,0,1,False,115,0.024192,2023-01-11 18:00:00
41,retargeting,3,0,False,116,0.005376000000000001,2023-03-26 20:00:00
41,email,0,0,False,117,0.01344,2023-03-03 19:00:00
41,social,1,0,False,118,0.020736,2023-11-30 23:00:00
41,retargeting,3,1,True,118,0.0301056,2023-12-01 00:00:00
41,retargeting,3,0,False,119,0.005376000000000001,2023-03-21 23:00:00
41,social,1,1,False,119,0.012096,2023-03-22 13:00:00
41,direct,4,2,False,119,0.03200000000000001,2023-03-23 22:00:00
41,search,2,3,False,119,0.019353600000000002,2023-03-24 19:00:00
41,social,1,0,False,120,0.020736,2023-12-19 00:00:00
41,email,0,1,False,120,0.09676800000000002,2023-12-20 12:00:00
41,social,1,2,False,120,0.022394880000000002,2023-12-21 02:00:00
42,email,0,0,False,121,0.008,2023-07-17 18:00:00
42,search,2,1,False,121,0.101088,2023-07-18 20:00:00
42,social,1,2,False,121,0.05760000000000001,2023-07-19 12:00:00
42,email,0,3,False,121,0.027993600000000007,2023-07-20 16:00:00
42,email,0,0,False,122,0.008,2023-07-10 09:00:00
42,direct,4,1,True,122,0.25,2023-07-11 09:00:00
43,email,0,0,False,123,0.006719999999999999,2023-03-22 06:00:00
43,search,2,1,False,123,0.1944,2023-03-23 03:00:00
43,retargeting,3,2,False,123,0.07488000000000002,2023-03-24 07:00:00
43,social,1,3,False,123,0.09922500000000001,2023-03-25 12:00:00
43,email,0,0,False,124,0.006719999999999999,2023-07-15 23:00:00
43,social,1,0,True,125,0.16199999999999998,2023-11-21 17:00:00
44,search,2,0,False,126,0.0819,2023-04-13 21:00:00
44,retargeting,3,1,False,126,0.139776,2023-04-14 17:00:00
44,social,1,2,False,126,0.02268,2023-04-15 15:00:00
44,social,1,3,False,126,0.017860499999999998,2023-04-16 13:00:00
44,social,1,4,False,126,0.012400289999999998,2023-04-17 17:00:00
44,search,2,5,False,126,0.03046751253,2023-04-18 06:00:00
44,direct,4,6,False,126,0.04000000000000001,2023-04-19 16:00:00
44,social,1,7,False,126,0.00480412641554181,2023-04-20 17:00:00
44,email,0,8,True,126,0.02352,2023-04-21 11:00:00
44,direct,4,0,False,127,0.04000000000000001,2023-07-20 13:00:00
44,social,1,1,False,127,0.0189,2023-07-21 07:00:00
44,email,0,2,False,127,0.0336,2023-07-22 18:00:00
45,search,2,0,False,128,0.09,2023-07-25 21:00:00
45,direct,4,1,False,128,0.25,2023-07-26 22:00:00
45,direct,4,2,True,128,0.225,2023-07-27 15:00:00
45,email,0,0,False,129,0.0084,2023-04-18 16:00:00
45,social,1,1,False,129,0.09,2023-04-19 03:00:00
45,email,0,2,False,129,0.040824,2023-04-20 06:00:00
45,social,1,3,False,129,0.051030000000000006,2023-04-21 08:00:00
45,email,0,4,False,129,0.018749238479999996,2023-04-22 18:00:00
45,search,2,5,False,129,0.0378,2023-04-23 22:00:00
45,email,0,0,False,130,0.0084,2023-01-03 21:00:00
45,direct,4,1,False,130,0.25,2023-01-04 21:00:00
45,social,1,2,False,130,0.07200000000000001,2023-01-05 09:00:00
45,direct,4,3,False,130,0.2025,2023-01-06 18:00:00
46,social,1,0,False,131,0.036,2023-09-26 23:00:00
46,email,0,0,False,132,0.006999999999999999,2023-07-24 18:00:00
46,social,1,1,False,132,0.06,2023-07-25 20:00:00
46,retargeting,3,2,True,132,0.037632,2023-07-26 23:00:00
46,direct,4,0,False,133,0.25,2023-01-22 14:00:00
46,search,2,1,False,133,0.08424,2023-01-23 10:00:00
46,retargeting,3,2,False,133,0.069888,2023-01-24 22:00:00
